age,education_num,capital_gain,capital_loss,hours_per_week,workclass_Private,workclass_Self-emp,workclass_Without-pay,marital_status_Married,marital_status_Never-married,marital_status_Separated,marital_status_Widowed,occupation_Exec-managerial,occupation_Handlers-cleaners,occupation_Prof-specialty,occupation_Sales,occupation_Tech-support,relationship_Not-in-family,relationship_Other-relative,relationship_Own-child,relationship_Unmarried,relationship_Wife,race_Asian-Pac-Islander,race_Black,race_Other,race_White,sex_Male,income
-1.5508055736435098,-1.2278704189585339,-0.25789636297480556,-0.20524344361051802,1.4324179900661742,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
-0.26087342144666636,-0.7648725234236419,-0.25789636297480556,-0.20524344361051802,-0.46734061744864575,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
-0.9365521678354892,-1.2278704189585339,-0.25789636297480556,-0.20524344361051802,1.2942537277014599,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1.2747600930733853,0.8556201109484806,-0.25789636297480556,-0.20524344361051802,0.1889396287837466,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
-1.2436788707394995,1.0871190587159265,-0.25789636297480556,-0.20524344361051802,1.2251715965191028,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.19944808086586432,0.6241211631810345,-0.25789636297480556,-0.20524344361051802,-1.2617851260457522,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1.4590361148157915,-0.3018746278887497,-0.25789636297480556,-0.20524344361051802,-0.43279955185746716,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
-1.6736562548051142,0.8556201109484806,-0.25789636297480556,-0.20524344361051802,-0.08738889594568175,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
-0.5680001243506767,0.1611232676461424,-0.25789636297480556,-0.20524344361051802,1.3978769244749956,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
-0.07659739970426017,1.5501169542508186,-0.25789636297480556,-0.20524344361051802,0.7415966782426032,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1.0904840713309791,0.8556201109484806,-0.25789636297480556,-0.20524344361051802,-0.9509155357251453,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
-1.3665295519011036,-0.5333735756561958,-0.25789636297480556,-0.20524344361051802,-0.3637174206751101,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.9062080495885729,1.0871190587159265,-0.25789636297480556,-0.20524344361051802,1.2942537277014599,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
-1.3051042113203015,0.39262221541358844,-0.25789636297480556,-0.20524344361051802,0.2925628255572822,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.0904840713309791,-1.690868314493426,-0.25789636297480556,-0.20524344361051802,-0.6745870109957169,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.3533799843613543,-0.3018746278887497,-0.25789636297480556,-0.20524344361051802,-1.0890797980898594,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
-0.9365521678354892,1.5501169542508186,-0.25789636297480556,-0.20524344361051802,-1.0890797980898594,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
-0.752276146093083,-1.2278704189585339,-0.25789636297480556,-0.20524344361051802,0.8452198750161389,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
0.4148053249421564,-0.7648725234236419,-0.25789636297480556,-0.20524344361051802,-0.3637174206751101,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
1.2747600930733853,0.39262221541358844,-0.25789636297480556,-0.20524344361051802,1.5360411868397097,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
0.6605066872653647,-0.9963714711910879,-0.25789636297480556,-0.20524344361051802,-0.8127512733604312,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
-1.5508055736435098,0.39262221541358844,-0.25789636297480556,-0.20524344361051802,0.7415966782426032,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
-1.6736562548051142,-0.7648725234236419,-0.25789636297480556,-0.20524344361051802,-1.4690315195928234,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
-1.4279548924819057,-0.7648725234236419,-0.25789636297480556,-0.20524344361051802,0.6725145470602462,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1.5204614553965936,-0.5333735756561958,-0.25789636297480556,-0.20524344361051802,0.534350284695532,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0.7833573684269688,1.3186180064833726,-0.25789636297480556,-0.20524344361051802,-0.1219299615368603,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1
-1.5508055736435098,0.39262221541358844,-0.25789636297480556,-0.20524344361051802,-1.0890797980898594,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1.5204614553965936,0.8556201109484806,-0.25789636297480556,-0.20524344361051802,-1.2617851260457522,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
-0.015172059123458105,0.39262221541358844,-0.25789636297480556,-0.20524344361051802,-0.8472923389516097,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
-0.6908508055122808,1.0871190587159265,-0.25789636297480556,-0.20524344361051802,-1.434490454001645,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
-0.19944808086586432,1.0871190587159265,-0.25789636297480556,-0.20524344361051802,0.8452198750161389,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
0.9062080495885729,0.6241211631810345,-0.25789636297480556,-0.20524344361051802,-0.6055048798133599,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
0.29195464378055225,-0.5333735756561958,-0.25789636297480556,-0.20524344361051802,-1.123620863681038,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
-1.1822535301586974,-0.07037568012130366,-0.25789636297480556,-0.20524344361051802,1.0179252029720316,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
0.4148053249421564,-0.07037568012130366,-0.25789636297480556,-0.20524344361051802,1.0179252029720316,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
-0.9365521678354892,0.6241211631810345,1.656554583900972,-0.20524344361051802,-0.05284783035450321,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
0.10767862203814604,0.1611232676461424,-0.25789636297480556,-0.20524344361051802,0.4652681535131749,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1.1519094119117812,-0.07037568012130366,3.373233715087427,-0.20524344361051802,-0.32917635508393156,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
-0.8751268272546872,1.0871190587159265,3.2003610064655192,-0.20524344361051802,1.1906305309279244,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
-1.3051042113203015,0.6241211631810345,-0.25789636297480556,-0.20524344361051802,-1.1927029948633951,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
-0.9365521678354892,-1.45936936672598,-0.25789636297480556,-0.20524344361051802,-1.503572585184002,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
-0.38372410260827056,1.3186180064833726,-0.25789636297480556,-0.20524344361051802,1.5360411868397097,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1.7047374771389998,1.3186180064833726,-0.25789636297480556,-0.20524344361051802,0.4652681535131749,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.6605066872653647,0.8556201109484806,-0.25789636297480556,-0.20524344361051802,-1.434490454001645,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
-0.5065747837698746,0.39262221541358844,3.277838624982986,-0.20524344361051802,1.5705822524308883,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
-0.8137014866738851,0.8556201109484806,-0.25789636297480556,-0.20524344361051802,-0.6055048798133599,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
0.967633390169375,0.6241211631810345,-0.25789636297480556,-0.20524344361051802,-0.15647102712803884,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
-0.6908508055122808,1.5501169542508186,-0.25789636297480556,-0.20524344361051802,0.08531643201021095,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1
1.0904840713309791,-1.690868314493426,-0.25789636297480556,-0.20524344361051802,1.0179252029720316,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1.4590361148157915,0.39262221541358844,-0.25789636297480556,-0.20524344361051802,1.1215483997455673,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
-0.3222987620274685,-1.45936936672598,-0.25789636297480556,-0.20524344361051802,-1.2617851260457522,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
-0.19944808086586432,-1.45936936672598,-0.25789636297480556,-0.20524344361051802,-0.8818334045427882,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
-0.26087342144666636,0.8556201109484806,-0.25789636297480556,-0.20524344361051802,-0.32917635508393156,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
0.967633390169375,-1.2278704189585339,-0.25789636297480556,-0.20524344361051802,-1.2272440604545736,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.7219320278461667,0.39262221541358844,-0.25789636297480556,-0.20524344361051802,1.4669590556573526,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
-0.015172059123458105,-0.3018746278887497,-0.25789636297480556,-0.20524344361051802,0.8797609406073175,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
-0.8751268272546872,-1.45936936672598,-0.25789636297480556,-0.20524344361051802,0.7070556126514247,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.967633390169375,1.3186180064833726,-0.25789636297480556,-0.20524344361051802,0.4307270879219964,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
-1.7350815953859162,-1.690868314493426,-0.25789636297480556,-0.20524344361051802,1.3633358588838171,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
-0.26087342144666636,1.3186180064833726,-0.25789636297480556,-0.20524344361051802,0.39618602233081784,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
-1.3665295519011036,-0.5333735756561958,-0.25789636297480556,-0.20524344361051802,-1.6762779131398946,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
-1.2436788707394995,0.1611232676461424,-0.25789636297480556,-0.20524344361051802,1.3633358588838171,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
-0.3222987620274685,1.5501169542508186,-0.25789636297480556,-0.20524344361051802,0.5688913502867106,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
-1.7350815953859162,-1.2278704189585339,-0.25789636297480556,-0.20524344361051802,-0.6055048798133599,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.9062080495885729,-0.5333735756561958,-0.25789636297480556,-0.20524344361051802,-1.2617851260457522,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
-1.3051042113203015,-1.2278704189585339,-0.25789636297480556,-0.20524344361051802,-0.5709638142221813,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
-0.3222987620274685,1.3186180064833726,-0.25789636297480556,-0.20524344361051802,-0.6055048798133599,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1
-1.1208281895778953,1.0871190587159265,-0.25789636297480556,-0.20524344361051802,0.22348069437492513,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1.3361854336541874,-1.690868314493426,3.894137863190108,5.549774718707629,-0.8818334045427882,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
-0.752276146093083,1.3186180064833726,-0.25789636297480556,-0.20524344361051802,1.4324179900661742,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
-1.3051042113203015,1.0871190587159265,-0.25789636297480556,-0.20524344361051802,-1.5726547163663591,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
0.3533799843613543,0.8556201109484806,-0.25789636297480556,-0.20524344361051802,1.3287947932926385,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
0.3533799843613543,-0.7648725234236419,-0.25789636297480556,-0.20524344361051802,-0.9163744701339668,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
0.23052930319975018,0.39262221541358844,-0.25789636297480556,-0.20524344361051802,-0.7091280765868955,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
-1.4893802330627077,1.3186180064833726,-0.25789636297480556,-0.20524344361051802,1.6742054492044238,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
0.7833573684269688,1.0871190587159265,-0.25789636297480556,-0.20524344361051802,-0.9854566013163238,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.5990813466845626,0.6241211631810345,-0.25789636297480556,-0.20524344361051802,-0.6745870109957169,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.7219320278461667,-0.9963714711910879,1.8382006751620186,-0.20524344361051802,1.3978769244749956,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
-0.07659739970426017,-0.3018746278887497,-0.25789636297480556,-0.20524344361051802,-1.0199976669075024,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
-1.3665295519011036,-0.5333735756561958,-0.25789636297480556,-0.20524344361051802,-1.1581619292722165,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
-1.2436788707394995,0.39262221541358844,-0.25789636297480556,-0.20524344361051802,0.6034324158778891,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
-1.3051042113203015,-0.3018746278887497,-0.25789636297480556,-0.20524344361051802,-0.018306764763324667,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
-1.0594028489970932,-0.7648725234236419,-0.25789636297480556,-0.20524344361051802,0.2925628255572822,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
0.29195464378055225,1.5501169542508186,-0.25789636297480556,-0.20524344361051802,-0.19101209271921737,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
0.23052930319975018,1.5501169542508186,-0.25789636297480556,-0.20524344361051802,-0.8472923389516097,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1
1.1519094119117812,-0.9963714711910879,-0.25789636297480556,-0.20524344361051802,-0.9163744701339668,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
1.5818867959773957,-0.3018746278887497,-0.25789636297480556,-0.20524344361051802,0.3271038911484608,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
-0.38372410260827056,-0.3018746278887497,-0.25789636297480556,-0.20524344361051802,-1.6762779131398946,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
-0.3222987620274685,-0.5333735756561958,-0.25789636297480556,-0.20524344361051802,1.6396643836132454,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
0.47623066552295845,-0.07037568012130366,-0.25789636297480556,-0.20524344361051802,-1.1927029948633951,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
0.3533799843613543,-0.9963714711910879,-0.25789636297480556,-0.20524344361051802,1.0870073341543887,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
